gene,score,logfoldchange,pval,pval_adj,significant
POGLUT1,0.16159804,0.0011392115,0.8716223972402516,1.0,False
PIGT,0.16165547,0.005212749,0.8715771738193779,1.0,False
C21orf91-OT1,0.1617404,0.16531625,0.8715102816124451,1.0,False
TULP4,0.16177869,0.0023648809,0.8714801333125404,1.0,False
CTNNAL1,0.16200958,-0.0012548572,0.8712983053393769,1.0,False
LINC02245,0.16215435,0.004593562,0.8711843130316287,1.0,False
ABHD17C,0.16241395,0.12821195,0.8709798872495331,1.0,False
PIGM,0.16284941,0.043001853,0.8706369988477807,1.0,False
PMAIP1,0.16286616,-0.015925238,0.8706238113175102,1.0,False
NME1,0.16319396,0.014747379,0.8703657197568575,1.0,False
RAE1,0.1635074,0.0109500615,0.8701189443882503,1.0,False
TTC9C,0.16378973,0.014368497,0.8698966690043108,1.0,False
TNFAIP8L1,0.16393688,0.018688867,0.8697808261615699,1.0,False
SAR1B,0.16395962,-0.00064566516,0.86976293198782,1.0,False
MAPK10,0.163968,0.0019072355,0.8697563394143013,1.0,False
AC090772.1,0.15979157,0.0038780675,0.8730452641898213,1.0,False
AC004593.1,0.15987532,0.100016356,0.8729792943553498,1.0,False
MINPP1,0.15992795,0.0406047,0.8729378280542974,1.0,False
ADPRH,0.1600105,0.13313268,0.872872802057901,1.0,False
KIF26B,0.16011459,0.13941593,0.8727908139823496,1.0,False
EIF2S1,0.16012655,-0.024313152,0.8727813901531529,1.0,False
LINC01588,0.16015765,-0.010596289,0.8727568882817323,1.0,False
TONSL,0.16016722,0.17842641,0.8727493492689274,1.0,False
MAP7,0.16032036,0.21219164,0.8726287266362143,1.0,False
CYB561D1,0.16038495,0.019819772,0.8725778398510406,1.0,False
AP000753.2,0.16038615,0.18474798,0.8725768975081388,1.0,False
ARL5B,0.16066968,0.0057512233,0.8723535673427847,1.0,False
NEK9,0.1608934,0.0050147395,0.8721773604257118,1.0,False
ZNF682,0.1609616,0.019475529,0.8721236515567629,1.0,False
SYCP2L,0.16108362,0.12310027,0.8720275424206698,1.0,False
LINC00294,0.16142696,0.17990948,0.8717571278351535,1.0,False
AC244033.2,0.15861198,0.25769347,0.8739745900135314,1.0,False
KIFC2,0.15861318,0.064162105,0.8739736474041085,1.0,False
DUBR,0.15864548,0.41864628,0.8739481970173062,1.0,False
SCPEP1,0.15868017,0.026576648,0.8739208615619345,1.0,False
NIM1K,0.15869333,0.17783171,0.8739104929802963,1.0,False
SEMA4C,0.15872204,0.19126666,0.8738878706955212,1.0,False
ZNF408,0.15879501,0.19812484,0.8738303728524445,1.0,False
AC132219.1,0.15885484,0.35825932,0.8737832439697655,1.0,False
IL4I1,0.15897687,0.103189304,0.8736871024378987,1.0,False
SCAT8,0.15907736,0.3498524,0.8736079284590701,1.0,False
SEC24A,0.1590953,0.0023845057,0.8735937903817288,1.0,False
ZNF517,0.15922092,0.23247583,0.8734948249707768,1.0,False
KCTD1,0.159392,0.14461075,0.8733600466901142,1.0,False
POLR2I,0.15948412,-0.0004269808,0.8732874752917504,1.0,False
PCCB,0.15949368,0.051773548,0.8732799354673355,1.0,False
AC022146.2,0.15978679,0.019105643,0.8730490339213162,1.0,False
AC009318.2,0.1582435,0.42508483,0.8742649222207872,1.0,False
AC023906.5,0.15824829,0.21458082,0.8742611515640549,1.0,False
RASA4B,0.15825666,0.14361992,0.8742545529216443,1.0,False
TMEM44-AS1,0.15827581,0.053743035,0.8742394703432601,1.0,False
PYCARD-AS1,0.15828298,0.2450729,0.8742338143881464,1.0,False
CTNNA2,0.15828657,0.25502834,0.8742309864129992,1.0,False
CA13,0.15833563,0.110869884,0.8741923375803494,1.0,False
AC114316.1,0.15833563,0.46015444,0.8741923375803494,1.0,False
PLEC,0.15834281,0.0030122376,0.874186681678795,1.0,False
AC092301.1,0.15836912,0.33279788,0.8741659434280964,1.0,False
ITGB5,0.15840143,0.37933043,0.8741404920567459,1.0,False
MYOCOS,0.15841937,0.5350806,0.8741263524622632,1.0,False
CNGA1,0.1584756,0.5932401,0.8740820486598672,1.0,False
APEX1,0.15848158,-0.004782583,0.8740773355126299,1.0,False
CELA2B,0.15850072,0.44698808,0.8740622534714966,1.0,False
AC068491.2,0.15854618,0.48771197,0.8740264338072036,1.0,False
LINC02182,0.15806526,0.35388267,0.8744053812175003,1.0,False
AC046158.1,0.15807123,0.19274041,0.87440066776415,1.0,False
SYNGR4,0.15807483,1.4077677,0.8743978396942791,1.0,False
VWDE,0.15808918,0.33711562,0.8743865274308401,1.0,False
AC087439.1,0.15811549,0.7768243,0.8743657883478837,1.0,False
HSD17B6,0.15813345,0.42513874,0.8743516481135322,1.0,False
AC068228.3,0.15813942,0.7682173,0.8743469347109983,1.0,False
CDH2,0.15815498,0.64316976,0.874334679885277,1.0,False
SCAMP5,0.15816814,0.51432174,0.8743243104409026,1.0,False
EPHX4,0.1581837,0.30627054,0.8743120556708323,1.0,False
AC004817.3,0.15818967,0.5056378,0.8743073423057558,1.0,False
RCCD1,0.15819685,0.10093096,0.8743016862735513,1.0,False
RSPH10B2,0.15820523,0.5304016,0.8742950875774302,1.0,False
LMOD3,0.1582112,0.17601806,0.8742903742284106,1.0,False
RMI2,0.15823035,0.101538874,0.8742752915415234,1.0,False
DNAH10,0.15823632,0.3970456,0.8742705782112392,1.0,False
KRT72,0.15798151,0.35403076,0.8744713700322699,1.0,False
C5orf47,0.1579839,1.593075,0.8744694846254445,1.0,False
AC096536.3,0.15799586,0.38708743,0.8744600576020078,1.0,False
PIEZO2,0.15799706,0.35633013,0.8744591149006442,1.0,False
AC024896.1,0.15799946,0.6302987,0.8744572294984514,1.0,False
ESPN,0.15800184,0.5843325,0.8744553440969713,1.0,False
PRSS3,0.15800424,0.76334846,0.8744534586962042,1.0,False
ETNK2,0.15800783,0.594752,0.8744506305963898,1.0,False
Z97832.2,0.15801021,0.90209794,0.8744487451974046,1.0,False
LPAR3,0.15802099,0.48403585,0.8744402609107921,1.0,False
AC023794.1,0.15802577,0.8679983,0.8744364901213757,1.0,False
AC119674.1,0.15802936,0.5587872,0.8744336620311846,1.0,False
SMIM22,0.15803654,0.7710671,0.8744280058556145,1.0,False
AC008591.1,0.15804133,0.8759645,0.8744242350754657,1.0,False
STAP2,0.1580509,0.38626564,0.8744166935237236,1.0,False
FOLR3,0.15806405,0.18075052,0.8744063239087052,1.0,False
GPR146,0.15790494,0.45958135,0.8745317034269233,1.0,False
CDH1,0.15790614,0.4504133,0.8745307607120212,1.0,False
C8orf37,0.15790972,0.21585764,0.8745279325683835,1.0,False
TRGV7,0.15791331,0.4355338,0.8745251044263487,1.0,False
AL353801.1,0.15791452,0.24572939,0.8745241617126932,1.0,False
AP001033.2,0.1579229,0.10482425,0.8745175627220919,1.0,False
DHRS12,0.15792768,0.0121047115,0.8745137918742381,1.0,False
FAM169B,0.15793724,1.0832645,0.8745062501870798,1.0,False
CFAP73,0.15794322,1.576819,0.8745015366383948,1.0,False
AL031667.3,0.15794443,0.58617234,0.8745005939291921,1.0,False
COL5A2,0.15794562,0.37353718,0.8744996512201677,1.0,False
AL132801.1,0.1579516,1.1784995,0.8744949376777172,1.0,False
TEAD2,0.15795878,0.9575836,0.8744892814326553,1.0,False
AC020741.1,0.15796356,0.8638445,0.8744855106061769,1.0,False
AC005899.7,0.15796596,0.4665049,0.8744836251940065,1.0,False
AC034228.3,0.15796834,1.0234586,0.8744817397825488,1.0,False
RGS17,0.1578523,0.16982725,0.8745731830589016,1.0,False
LRRC20,0.1578523,0.1535564,0.8745731830589016,1.0,False
AL512306.2,0.15786187,0.5647878,0.8745656412819935,1.0,False
AC130371.1,0.15786187,0.5702542,0.8745656412819935,1.0,False
AC006207.1,0.15786427,0.8981472,0.8745637558395468,1.0,False
AC008443.5,0.15786546,0.7316607,0.8745628131185905,1.0,False
AL158154.3,0.15787025,0.59543204,0.8745590422365459,1.0,False
ANTXRL,0.15787862,0.707938,0.8745524431998226,1.0,False
TMEM121,0.15788102,0.68830746,0.8745505577623613,1.0,False
EBF4,0.1578858,0.20846786,0.8745467868895754,1.0,False
LRRIQ3,0.1578858,0.55285174,0.8745467868895754,1.0,False
AC107071.1,0.157887,0.20498814,0.8745458441718241,1.0,False
AL591848.2,0.157887,1.0281976,0.8745458441718241,1.0,False
PPFIA2,0.15789297,0.56361556,0.8745411305857386,1.0,False
SVEP1,0.15789656,0.7664046,0.8745383024362242,1.0,False
WNT3,0.15789777,0.8990817,0.8745373597200755,1.0,False
IMMT,0.1577554,-0.0009767445,0.8746495441916856,1.0,False
AC006449.3,0.15776616,0.5992281,0.8746410595637168,1.0,False
RBFOX1,0.15776737,-0.025691066,0.8746401168281654,1.0,False
AC008915.2,0.15777454,0.4403896,0.8746344604185942,1.0,False
LINC01521,0.15777694,0.3478878,0.8746325749501607,1.0,False
AL157827.2,0.15777932,0.4296894,0.8746306894824388,1.0,False
AC048341.2,0.15777932,0.39701316,0.8746306894824388,1.0,False
AC127024.6,0.15781881,0.5906303,0.8745995793678023,1.0,False
NAT1,0.15781881,0.14016281,0.8745995793678023,1.0,False
RNF17,0.15782,0.8460207,0.8745986366400814,1.0,False
AC093627.3,0.15782718,0.69109184,0.8745929802774937,1.0,False
CHPF,0.15782838,0.42606062,0.8745920375510187,1.0,False
LY6G5C,0.15784512,0.4246189,0.8745788393990601,1.0,False
AL035541.1,0.15784632,1.1557024,0.8745778966752553,1.0,False
AL358333.3,0.15784752,0.7121415,0.8745769539516286,1.0,False
MPRIP-AS1,0.1578511,0.47323465,0.8745741257818164,1.0,False
BLNK,0.15751015,0.2556305,0.8748428090629199,1.0,False
FKBP14,0.15755801,0.0022610344,0.8748050982575355,1.0,False
AC114689.3,0.15757236,0.30933255,0.8747937850713603,1.0,False
DNAH12,0.15760346,0.17589214,0.8747692732557776,1.0,False
KATNB1,0.15761901,0.09659815,0.8747570173930457,1.0,False
NRG3,0.1576226,0.2901657,0.8747541891212971,1.0,False
AL161804.1,0.15762979,0.34455925,0.8747485325825998,1.0,False
MYRF,0.15763457,0.35617357,0.8747447615603573,1.0,False
IRGM,0.15763696,0.22588924,0.8747428760503027,1.0,False
ARHGEF5,0.15766926,0.41069132,0.8747174217341762,1.0,False
TCAP,0.15767166,0.51918685,0.8747155362344347,1.0,False
AC004918.4,0.15767404,0.3562564,0.8747136507354044,1.0,False
AC099343.4,0.1576896,0.27302814,0.8747013950090468,1.0,False
AL596202.1,0.15771472,0.33301267,0.874681597360732,1.0,False
LINC00355,0.15772429,0.39605555,0.8746740554201022,1.0,False
AC018557.3,0.15774582,-0.01192792,0.8746570860953122,1.0,False
CXCR5,0.1570998,0.17615333,0.8751661908793601,1.0,False
MBOAT4,0.15710817,0.13891281,0.8751595910418843,1.0,False
IL12A,0.15715125,0.23050655,0.8751256491577512,1.0,False
PPP1R26,0.15719192,0.22470665,0.8750935931447829,1.0,False
CEACAM1,0.15722063,0.1532263,0.8750709654943222,1.0,False
SETDB1,0.157229,0.010310679,0.8750643657821777,1.0,False
FAR1-IT1,0.15724097,0.16642976,0.8750549376370456,1.0,False
AC105429.1,0.15728763,0.12128394,0.8750181680405063,1.0,False
APC2,0.15734266,0.23053527,0.8749747991196309,1.0,False
AC124283.1,0.15737736,0.18564002,0.8749474580364153,1.0,False
INTS12,0.15740727,0.012817792,0.8749238882569069,1.0,False
FHL3,0.15743837,0.09021607,0.874899375803927,1.0,False
ZBTB9,0.15745631,0.34586522,0.8748852340587331,1.0,False
AC007193.1,0.15747546,0.1367693,0.8748701495745694,1.0,False
Z93020.1,0.15747546,0.15788983,0.8748701495745694,1.0,False
AL034417.2,0.15748742,0.28099215,0.8748607217950568,1.0,False
C1orf189,0.15669903,0.12549306,0.8754820503869774,1.0,False
C11orf1,0.15673372,0.1302989,0.8754547065401315,1.0,False
ADAT2,0.15675287,-0.0077302065,0.875439620343448,1.0,False
FAM168B,0.15676722,0.0036304584,0.8754283057256407,1.0,False
MC1R,0.15685336,0.10568108,0.8753604185536255,1.0,False
AC104964.1,0.15687968,0.15568879,0.8753396754339879,1.0,False
THOC5,0.15690958,0.01702087,0.8753161038110912,1.0,False
MKLN1,0.15691677,0.01777832,0.8753104466380552,1.0,False
GTSF1,0.15692873,0.1829767,0.8753010180304891,1.0,False
BCDIN3D,0.15698257,0.11679624,0.8752585895155132,1.0,False
AC005480.1,0.15698735,0.0048510996,0.875254818109311,1.0,False
AC004160.1,0.15701367,0.13122423,0.8752340754258456,1.0,False
AP003307.1,0.15702683,0.20252213,0.8752237041162568,1.0,False
AL158163.2,0.15706751,0.21677274,0.875191647476669,1.0,False
ANKRD28,0.15706751,-0.008947398,0.875191647476669,1.0,False
RGS6,0.15709622,0.14576823,0.8751690193837934,1.0,False
AL356276.1,0.15613197,0.0945722,0.8759290018976648,1.0,False
BLVRB,0.15617982,0.0059060566,0.875891282939785,1.0,False
AC093690.1,0.15629108,0.079703555,0.8758035874524965,1.0,False
LRRC37A,0.15635209,0.076192535,0.8757554970261685,1.0,False
GOLGA6L9,0.15640473,0.11443808,0.8757140076152153,1.0,False
GOLGA8O,0.15645258,0.09298287,0.8756762902653039,1.0,False
ROPN1L,0.15647054,0.11695732,0.8756621463318842,1.0,False
LMCD1-AS1,0.15647173,0.07285654,0.8756612034044016,1.0,False
ZNF512B,0.15651599,0.06948124,0.8756263152116418,1.0,False
NUMBL,0.15656504,0.1268989,0.8755876556046873,1.0,False
DPY19L2,0.1565746,0.07606554,0.8755801123013582,1.0,False
AC105052.5,0.15658419,0.12931241,0.875572569009333,1.0,False
CLMP,0.15658419,0.12508078,0.875572569009333,1.0,False
PDP2,0.15659495,0.10338339,0.875564082819317,1.0,False
MFSD4A,0.15662126,0.09858307,0.8755433388595162,1.0,False
ZNF483,0.1566763,0.0016092431,0.8754999654017223,1.0,False
RCC1,0.15524668,0.030980038,0.8766268533625787,1.0,False
OSM,0.15534358,0.055093445,0.8765504622338582,1.0,False
CCNE2,0.15538545,0.055560153,0.876517454077201,1.0,False
GRAP,0.15540698,0.051035084,0.8765004785373988,1.0,False
AC011246.1,0.15542732,0.013062385,0.8764844461353039,1.0,False
PHF23,0.15547638,0.06331295,0.8764457799622967,1.0,False
NLGN3,0.15548475,0.06872108,0.8764391784500307,1.0,False
AC005674.2,0.15565822,0.035683773,0.8763024347726431,1.0,False
EHHADH,0.15570368,0.07059275,0.8762665991090172,1.0,False
STIM1,0.15581015,0.0013362995,0.876182669205524,1.0,False
AC021739.2,0.15592141,0.070720494,0.8760949686591919,1.0,False
COA7,0.15599678,0.07195225,0.8760355594760048,1.0,False
LAIR2,0.15599917,0.08987534,0.8760336734816266,1.0,False
AC007402.1,0.15600038,0.07478918,0.8760327304847016,1.0,False
FAM184A,0.156053,-0.02095764,0.8759912387942497,1.0,False
AL138778.1,0.15607335,0.062357325,0.8759752080051231,1.0,False
ZNF595,0.15383379,0.030110275,0.8777407850534669,1.0,False
AL080276.2,0.15406708,0.041621387,0.8775568422434046,1.0,False
IFI27L1,0.1543865,0.059307996,0.8773049928133331,1.0,False
CCT8,0.1543865,0.000842982,0.8773049928133331,1.0,False
CCR2,0.15444753,0.05961742,0.8772568881543524,1.0,False
MYO18A,0.15450734,0.006463669,0.8772097271640381,1.0,False
PROSER3,0.15475617,0.034575388,0.877013542124274,1.0,False
FAM171A1,0.15480523,0.057158273,0.8769748719256845,1.0,False
AC092120.3,0.15490094,0.042735294,0.8768994187251667,1.0,False
AC137894.3,0.15490451,0.03899184,0.8768965892519033,1.0,False
TMEM14A,0.15495716,0.05448173,0.876855090491452,1.0,False
LINC01678,0.155011,0.044898566,0.8768126489274771,1.0,False
IGSF9B,0.15505406,0.06329832,0.8767786959312983,1.0,False
CHTF18,0.15511388,0.05377664,0.8767315393683149,1.0,False
ZBTB26,0.1552383,0.041600596,0.8766334551190205,1.0,False
AC007014.1,0.15524668,0.07322766,0.8766268533625787,1.0,False
UBXN8,0.15160741,0.12808272,0.879496590493485,1.0,False
PIGF,0.15165885,0.012471693,0.879456014381458,1.0,False
CAPN3,0.15166363,0.022888312,0.8794522398755008,1.0,False
KDM8,0.15183711,0.014247929,0.8793154158847505,1.0,False
DGUOK,0.15226778,0.008345896,0.8789757305314226,1.0,False
ZNF581,0.15253817,0.018237177,0.8787624949927487,1.0,False
RWDD4,0.15277025,0.020041138,0.8785794591106408,1.0,False
AC087286.2,0.15280016,0.023409123,0.8785558724842628,1.0,False
RPAP1,0.15297483,0.07949768,0.878418128739772,1.0,False
WWTR1,0.1531148,0.035174944,0.8783077477103591,1.0,False
C5orf17,0.15320213,0.031803258,0.8782388786937486,1.0,False
TARS2,0.15323323,0.020784501,0.8782143502254084,1.0,False
HSF1,0.15323682,0.0033016445,0.8782115200250455,1.0,False
CCDC82,0.15330023,-0.0065581542,0.878161520075322,1.0,False
THOC1,0.15349883,0.00064104376,0.8780049196050416,1.0,False
AC021054.1,0.15351796,0.032692414,0.8779898258359454,1.0,False
TMBIM1,0.14971839,0.028230542,0.8809868013773418,1.0,False
TMEM159,0.14998159,0.097125135,0.8807791468564075,1.0,False
LRSAM1,0.15008327,0.0043830676,0.8806989188951098,1.0,False
ADSL,0.15009044,-0.003234927,0.8806932557911561,1.0,False
ASB1,0.1501395,0.025632117,0.8806545580774452,1.0,False
AC007952.4,0.15016702,0.021674735,0.8806328497286692,1.0,False
C1QTNF6,0.15019812,-0.023286691,0.8806083099641513,1.0,False
LINC01184,0.15035245,-0.0059782625,0.8804865566746465,1.0,False
PSMD13,0.15041825,0.0033927567,0.8804346472162677,1.0,False
HLX,0.15058094,0.031458963,0.8803062914891512,1.0,False
MRPS28,0.15127721,0.004648909,0.8797570400447541,1.0,False
OSGIN2,0.1513837,0.009280357,0.8796730530785115,1.0,False
AC243960.1,0.15153444,-0.010595737,0.8795541524975977,1.0,False
SVBP,0.15157032,0.022569695,0.879525843235681,1.0,False
TMEM175,0.1515775,0.018953508,0.8795201814017762,1.0,False
PLEKHG6,0.15160023,0.0032435795,0.8795022523017201,1.0,False
PHGDH,0.14701825,0.27312243,0.8831176180680547,1.0,False
LINC01412,0.14709482,0.23669335,0.8830571844235111,1.0,False
CCDC102A,0.14770375,0.14577962,0.8825765723549384,1.0,False
AGL,0.14774443,0.006420664,0.8825444701400114,1.0,False
PFKFB2,0.14778271,0.05737329,0.8825142564668992,1.0,False
DEPTOR,0.14784372,0.14145719,0.8824661037786988,1.0,False
CDC42-IT1,0.14805308,0.011482831,0.882300877269672,1.0,False
AP4B1,0.1482098,0.054973934,0.8821771967771196,1.0,False
SLC3A1,0.14824091,0.011097411,0.8821526498453583,1.0,False
MGMT,0.14825407,-0.010008208,0.8821422646390695,1.0,False
AC004596.1,0.1482756,0.1155013,0.8821252707088473,1.0,False
C4orf46,0.14856152,0.14323606,0.8818996342261253,1.0,False
C1orf35,0.14898743,0.0028453018,0.8815635574922771,1.0,False
AL354809.1,0.14938581,0.08617375,0.8812492128824091,1.0,False
KNL1,0.14942768,-0.017261978,0.8812161747447271,1.0,False
TRPV1,0.1495509,0.13862984,0.8811189494247496,1.0,False
EMC9,0.14626336,0.28149387,0.8837134923950254,1.0,False
ZNF257,0.14626814,0.057010718,0.8837097148541588,1.0,False
LINC01547,0.14636146,0.31615257,0.8836360533358476,1.0,False
AC107375.1,0.14639615,0.20592904,0.8836086666176098,1.0,False
CRIPAK,0.14640573,0.05853254,0.8836011116853318,1.0,False
DHODH,0.1464117,0.12725519,0.8835963898580338,1.0,False
HIST1H2AE,0.14642605,0.18820997,0.8835850574893909,1.0,False
AC009113.1,0.14642964,0.3840446,0.8835822244009522,1.0,False
CLDN12,0.14643204,0.22924075,0.8835803356761537,1.0,False
BLOC1S4,0.14646314,0.044246625,0.8835557823139942,1.0,False
AC012668.3,0.14670481,0.2584274,0.8833650253894507,1.0,False
ASF1A,0.14671078,0.030821918,0.8833603037691218,1.0,False
TCEA2,0.14672515,0.13939372,0.8833489718972385,1.0,False
TP63,0.14676581,0.37839332,0.8833168650565344,1.0,False
HECW1,0.1468053,0.51868623,0.883285702717971,1.0,False
MCM7,0.14701585,0.03531174,0.88311950663041,1.0,False
IDI1,0.1459511,0.0034317179,0.8839599826473886,1.0,False
AC046195.1,0.1459547,0.22820632,0.8839571493622341,1.0,False
LLPH-DT,0.14595829,0.30766234,0.8839543160785639,1.0,False
AP000721.2,0.14597863,0.53427655,0.8839382608324685,1.0,False
AC005343.1,0.145987,0.26830214,0.8839316498626363,1.0,False
LMF1-AS1,0.14600016,0.4404068,0.8839212612120866,1.0,False
CCDC38,0.14603725,0.21964355,0.8838919842133859,1.0,False
RND1,0.14603844,0.50512534,0.8838910397967127,1.0,False
AC104984.5,0.14604203,0.4456571,0.8838882065476832,1.0,False
CD1C,0.14606117,0.33066377,0.8838730959112744,1.0,False
HSPA6,0.14607672,0.055078015,0.8838608185502993,1.0,False
BX322234.1,0.14608988,0.66451776,0.8838504300358753,1.0,False
ZNF671,0.146121,0.13020319,0.8838258754448141,1.0,False
AC009061.2,0.14612816,0.036348443,0.883820209016571,1.0,False
AC060766.6,0.14614491,0.33414662,0.8838069873737849,1.0,False
AL360270.2,0.14619277,0.39660412,0.8837692114298792,1.0,False
Z82188.2,0.14586736,0.31737494,0.8840260930555798,1.0,False
RGPD6,0.14586736,1.6109653,0.8840260930555798,1.0,False
ITIH4-AS1,0.14587215,1.4677066,0.8840223152962094,1.0,False
SCX,0.14587454,1.124557,0.8840204264175131,1.0,False
AP003557.1,0.14587933,0.58788073,0.8840166486620984,1.0,False
AC009686.1,0.14587933,0.91616607,0.8840166486620984,1.0,False
OVCH2,0.14587933,1.0997244,0.8840166486620984,1.0,False
AL357079.1,0.14588173,0.44493678,0.88401475978538,1.0,False
AL357507.1,0.14588411,0.5619255,0.8840128709093209,1.0,False
AC139887.4,0.14588651,0.55688107,0.8840109820339211,1.0,False
AC005520.5,0.14589608,0.7633832,0.8840034265389155,1.0,False
CR2,0.14590804,0.5442938,0.8839939821849943,1.0,False
AC097522.2,0.14592001,0.68286645,0.8839845378475587,1.0,False
PLA2G10,0.14592479,0.5255882,0.8839807601172007,1.0,False
ADGRL4,0.14592957,0.83507466,0.8839769823894809,1.0,False
MRC2,0.14593914,0.2057576,0.8839694269419553,1.0,False
RHBDL3,0.1458267,0.36340758,0.8840582041166872,1.0,False
DISP2,0.14582789,0.3732984,0.8840572596709946,1.0,False
ZNF785,0.14583027,0.05545831,0.8840553707801037,1.0,False
MUC1,0.14583148,0.65639395,0.8840544263349053,1.0,False
USP46-AS1,0.14583386,0.60242474,0.8840525374450029,1.0,False
THOC6,0.14583507,0.11217616,0.8840515930002989,1.0,False
AL022341.2,0.14583626,1.7406803,0.8840506485557597,1.0,False
FDX2,0.14583746,0.15889652,0.8840497041113852,1.0,False
ZNF610,0.14584345,0.5406047,0.8840449818919845,1.0,False
C1QTNF9,0.14584345,0.65499526,0.8840449818919845,1.0,False
GABRB3,0.14584583,0.6407044,0.8840430930053778,1.0,False
ZNF630-AS1,0.14584583,1.1844792,0.8840430930053778,1.0,False
AC116096.1,0.14584583,0.7988113,0.8840430930053778,1.0,False
AL357054.4,0.14584583,0.8293191,0.8840430930053778,1.0,False
PPL,0.14586258,0.12713742,0.8840298708175871,1.0,False
EIF2B1,0.14586736,-0.0034290622,0.8840260930555798,1.0,False
AC012593.1,0.14578362,1.2411337,0.8840922042713468,1.0,False
AC012313.6,0.14578602,1.1696835,0.8840903153682648,1.0,False
MAP10,0.14578602,0.24914171,0.8840903153682648,1.0,False
GRIN2A,0.14578602,1.2713897,0.8840903153682648,1.0,False
CTHRC1,0.14578602,0.7586044,0.8840903153682648,1.0,False
AC021237.1,0.14578602,1.2564417,0.8840903153682648,1.0,False
ODF2-AS1,0.14578842,1.8816426,0.8840884264658415,1.0,False
NCDN,0.14579439,0.14790149,0.8840837042126662,1.0,False
AL136985.3,0.14579798,0.29503325,0.8840808708627378,1.0,False
NALCN,0.14580277,0.6645786,0.8840770930651395,1.0,False
AL157392.2,0.14580277,3.5421565,0.8840770930651395,1.0,False
AC005775.1,0.14580515,0.73853695,0.8840752041673288,1.0,False
AC064836.2,0.14580515,1.2033637,0.8840752041673288,1.0,False
AC137630.2,0.14581352,0.35465524,0.8840685930301807,1.0,False
NOX1,0.14581473,1.1982548,0.8840676485826757,1.0,False
EXTL3-AS1,0.14581951,0.85489124,0.8840638707943033,1.0,False
AL158011.1,0.14571902,0.57611454,0.8841432049035837,1.0,False
AP3B2,0.14571902,0.45037663,0.8841432049035837,1.0,False
CRLF1,0.14573218,0.13552,0.8841328158469599,1.0,False
LRRC66,0.14573936,0.49330935,0.8841271490971991,1.0,False
LINC00920,0.14574295,0.4532933,0.8841243157245418,1.0,False
AC007620.2,0.14574534,0.18718071,0.8841224268102603,1.0,False
AC100863.1,0.14574774,0.7334809,0.8841205378966375,1.0,False
ZACN,0.14575252,0.9497349,0.884116760071368,1.0,False
GDF7,0.14575492,0.9409783,0.8841148711597213,1.0,False
ZNF556,0.14575492,0.5914645,0.8841148711597213,1.0,False
CAPN14,0.14575492,0.65408236,0.8841148711597213,1.0,False
INHBA-AS1,0.1457573,0.4385627,0.8841129822487334,1.0,False
PLEKHH1,0.14576209,0.6545231,0.8841092044287339,1.0,False
C22orf15,0.14576687,1.5886724,0.8841054266113695,1.0,False
GNAS-AS1,0.14577645,0.9428886,0.8840978709845464,1.0,False
AC002091.1,0.14578123,0.080458015,0.8840940931750878,1.0,False
RPP25L,0.14553718,0.13869192,0.8842867648158113,1.0,False
FAM209B,0.14556947,0.2646762,0.8842612637642925,1.0,False
NLRP7,0.14560297,0.3318917,0.8842348183560356,1.0,False
LINC01337,0.1456281,0.49917656,0.8842149843844863,1.0,False
CXCL2,0.14564246,0.32610172,0.8842036507190376,1.0,False
EPX,0.14565203,0.7521275,0.8841960949552368,1.0,False
TMEM169,0.14565203,0.24434212,0.8841960949552368,1.0,False
CCRL2,0.14568312,0.28782067,0.8841715387956287,1.0,False
LCMT1-AS1,0.14568672,0.17570776,0.884168705399757,1.0,False
RBM15-AS1,0.14568792,0.11385826,0.8841677609347957,1.0,False
AL035461.2,0.14568792,0.57522935,0.8841677609347957,1.0,False
AL031123.4,0.14569749,0.6413476,0.8841602052210311,1.0,False
AC020594.1,0.14570825,0.32971087,0.8841517050556397,1.0,False
TDRD5,0.14570946,0.7057686,0.8841507605936415,1.0,False
RAPGEF3,0.14571424,0.64006656,0.8841469827472955,1.0,False
AC092953.2,0.14571902,0.91019756,0.8841432049035837,1.0,False
KIAA0408,0.14531945,0.21920595,0.8844586639190191,1.0,False
FAM234B,0.14532661,0.061250962,0.8844529968288722,1.0,False
AC008026.3,0.14535174,0.15475798,0.8844331620599152,1.0,False
AC133644.2,0.14537567,0.2400768,0.8844142718711043,1.0,False
FSD2,0.14541635,0.22586763,0.8843821587009291,1.0,False
CATSPER1,0.14541754,0.22122213,0.8843812141987991,1.0,False
HSPA1L,0.14543907,0.20602936,0.8843642131885592,1.0,False
LINC02352,0.1454606,0.12486788,0.8843472122315648,1.0,False
AL158206.1,0.145463,0.38415784,0.8843453232396302,1.0,False
NRG2,0.14547735,0.28228295,0.88433398930183,1.0,False
GALNT13,0.14547975,0.24084184,0.8843321003144979,1.0,False
HIST1H3J,0.14548095,0.14094515,0.8843311558210785,1.0,False
GSEC,0.14550129,0.38688532,0.8843150994580993,1.0,False
LINC02585,0.14550488,0.36280674,0.8843122659872114,1.0,False
CRIP2,0.14552163,0.2379138,0.8842990431426335,1.0,False
ZBTB32,0.14553478,0.35573918,0.8842886537873598,1.0,False
LACC1,0.14507419,0.09662225,0.8846522930484859,1.0,False
AC129803.1,0.14509572,0.1649541,0.8846352911903196,1.0,False
CYP51A1-AS1,0.1451041,0.15499015,0.8846286793709341,1.0,False
